Column1,Column2
"J Richardson to Kedar Jadhav, out Caught by Maxwell! Well, that looks like the night for India. Australia have virtually sealed it, and it shows in the celebration of the Aussies. A short one at the body, Kedar Jadhav is hurried onto the backfoot, plays the lofted pull and tries to clear the cow corner fence, but Maxwell comes around from deep midwicket position to grab the catch and breaks into a celebratory run. That may have been the idea - the squarer boundaries are rather long and that's why the short ball tactic. Nevertheless, a valiant effort by Jadhav comes to an end. Kedar Jadhav c Maxwell b J Richardson 44(57) [4s-4 6s-1]",46.1
"Pat Cummins to Bhuvneshwar, out Caught by Finch! Australia get the breakthrough! Boy, they were getting nervous. A fantastic innings by Bhuvi comes to an end. A cross-seamer that grips a little, on a fuller length, Bhuvneshwar backs away into the on-side and tries chipping it towards long-off, as Aaron Finch at mid-off backpedals to settle under it. Australia heave a sigh of relief and a fantastic partnership is broken. Bhuvneshwar c Finch b Pat Cummins 46(54) [4s-3 6s-2]",45.6
"Pat Cummins to Bhuvneshwar, no run, fuller length delivery on middle, nudged towards mid-on, and they decide against the run",45.5
"Pat Cummins to Kedar Jadhav, 1 run, short ball, Kedar Jadhav advances forward and across, mistimes a swivel-pull towards backward square leg for a single",45.4
"Pat Cummins to Kedar Jadhav, 2 runs, yorker length delivery speared in towards middle, Kedar Jadhav drags his foot back towards leg and whips it away towards deep mid-wicket for a couple",45.3
"Pat Cummins to Bhuvneshwar, 1 run, short of length delivery rising slowly towards the chest, Bhuvneshwar hops and taps it on the head towards point for a quick single",45.2
"Pat Cummins to Bhuvneshwar, wide, far too wide outside off, beyond the tramline, and that's called a wide",45.2
"Pat Cummins to Bhuvneshwar, FOUR, angling in towards middle, Bhuvneshwar backs away and steers it away late, almost behind him, towards the fine third man fence for four",45.1
"J Richardson to Bhuvneshwar, 1 run, short of length delivery just outside off, tapped on the head into the off-side, doesn't go too far, Jadhav was almost sold down the river at the striker's end, but he makes it in the end as the he races the bowler to the striker's end. The bowler misses the under-arm throw at the stumps too",44.6
"J Richardson to Kedar Jadhav, leg byes, 1 run, short of length delivery on the hip, Kedar Jadhav misses the glance, lobs off the hip into the on-side and they scurry across for a sharp single",44.5
"J Richardson to Bhuvneshwar, 1 run, shortish and on off, Kumar makes room and pats it to point",44.4
"J Richardson to Bhuvneshwar, no run, dropped! Tough chance though. Kumar wanted to flat-bat this and miscued it back at Richardson who couldn't cling on. Harsh to call it a chance",44.3
"J Richardson to Bhuvneshwar, SIX, spanking shot from Kumar! He seems to have suddenly upped his powerhitting in this game, hasn't he? Was a length ball and he just cleared his front leg to slam this straight down the ground. Into the sight-screen for a maximum",44.2
"J Richardson to Kedar Jadhav, 1 run, dug in short on leg stump, swivel-pulled down to fine leg",44.1
"Pat Cummins to Kedar Jadhav, 1 run, short of length ddl angling in on the hip, tucked away towards backward square leg for a single",43.6
"Pat Cummins to Bhuvneshwar, 1 run, back of a length delivery skids through on middle and leg, tucked off the backfoot towards mid-wicket for a single",43.5
"Pat Cummins to Bhuvneshwar, no run, oh he's given that the full monty and missed! A short of length delivery just outside off, Bhuvneshwar backs away and tries flat-batting that over long-off, misses",43.4
"Pat Cummins to Bhuvneshwar, no run, fuller length delivery on the pads, nudged off the frontfoot towards mid-on",43.3
"Pat Cummins to Kedar Jadhav, 1 run, short of length delivery with no width, Kedar Jadhav lets it come on to the bat and steers it fine towards third man for a single as the squarer third man comes around swiftly to cut it off",43.2
"Pat Cummins to Bhuvneshwar, 1 run, short of length delivery without much width, tapped on the head off the backfoot towards deep extra cover for a single",43.1
"Zampa to Kedar Jadhav, no run, tossed up just outside off, Kedar Jadhav gets forward and pushes it towards wide mid-off",42.6
"Zampa to Bhuvneshwar, 1 run, skids through towards leg, tapped on the head off the backfoot to long-on for a single",42.5
"Zampa to Bhuvneshwar, SIX, what a shot! Keeps going in with the angle, flat and slow in pace, Bhuvneshwar backs away, clears his leg and opens up his stance to slog-sweep it over deep mid-wicket for six",42.4
"Zampa to Kedar Jadhav, 1 run, low full-toss on the pads, whipped away towards deep mid-wicket for a single",42.3
"Zampa to Kedar Jadhav, no run, leg-break on a good length delivery outside off, Kedar Jadhav gets forward to defend, and it rips past the outside edge",42.2
"Zampa to Bhuvneshwar, 1 run, loopy half-volley, Bhuvneshwar clears his leg and drills it back to the bowler - dribbles through his fingers for a single straight down the ground",42.1
"Maxwell to Kedar Jadhav, no run, a tad short but skiddy, Kedar Jadhav gets on the backfoot and taps it on the head towards mid-on",41.6
"Maxwell to Kedar Jadhav, no run, flatter delivery fired in on off, Kedar Jadhav gets forward and stonewalls",41.5
"Maxwell to Kedar Jadhav, 2 runs, skids through on the pads, Kedar Jadhav gets quickly onto the backfoot and tucks it away towards cow corner for a couple",41.4
"Maxwell to Kedar Jadhav, SIX, a bit of flight on offer, on middle-stump, Kedar Jadhav gets his frontfoot across and swipes across the line, slog-sweeping it over the deep mid-wicket boundary for six. A huge roar, and Delhi has come alive...",41.3
"Maxwell to Bhuvneshwar, 1 run, skiddy and zipping towards off, a cramped cut off the under-edge to deep backward point for a single",41.2
"Maxwell to Bhuvneshwar, no run, skids through from a good length towards leg, Bhuvneshwar tucks it towards midwicket",41.1
"Zampa to Bhuvneshwar, 1 run, skids through on middle, whipped away off the backfoot for a single",40.6
"Zampa to Bhuvneshwar, no run, short but skiddy, Bhuvneshwar gets on the backfoot and tries pulling it away, gets a thick under-edge onto his boot into the off-side",40.5
"Zampa to Kedar Jadhav, 1 run, flatter and almost yorker length on leg and middle, dug out towards mid-wicket for a single",40.4
"Zampa to Bhuvneshwar, 1 run, short and wide outside off, Bhuvneshwar backs away and slaps it away towards sweeper cover for a single",40.3
"Zampa to Bhuvneshwar, no run, tossed up on a length on middle, Bhuvneshwar gets forward and nudges it towards mid-on",40.2
"Zampa to Kedar Jadhav, 1 run, shortish and angling towards leg-stump, Kedar Jadhav gets low and on his knee to pull it away to backward square leg for a single",40.1
"Maxwell to Bhuvneshwar, FOUR, full and wide, Bhuvi throws his bat on the drive and drills it in the gap through point. Useful runs these for India",39.6
"Maxwell to Bhuvneshwar, no run, dabbed away to short third man",39.5
"Maxwell to Bhuvneshwar, no run, whoopsy! Ther's a WWE moment here, not intentional by any means. Driven to the right of Maxwell and he crashed straight into Kedar Jadhav's tummy causing a comic tumble onto the ground. Maxi puts his hand up instantly and offers Jadhav a helping hand. All in good spirit",39.4
"Maxwell to Kedar Jadhav, 1 run, loopy and dips on leg-stump, Jadhav manoeuvres it off the toe-end towards short fine",39.3
"Maxwell to Kedar Jadhav, no run, fullish just outside off, Jadhav turns it into the leg-side with soft hands",39.2
"Maxwell to Kedar Jadhav, FOUR, Jadhav is not letting Maxwell go scot-free. Picks the quicker delivery early, jumps down the pitch in a flash and smashes it past mid-off with plenty of bottom hand power",39.1
"J Richardson to Kedar Jadhav, 1 run, 134ks slipping into the pads, Jadhav gets inside the line and clips it square on the on-side",38.6
"J Richardson to Kedar Jadhav, no run, length ball angling in towards off, Jadhav shows a straight bat in defence",38.5
"J Richardson to Kedar Jadhav, leg byes, FOUR, that's a gimme on the pads and Jadhav was slightly late in bringing his bat across, it clips the pad and runs away fine past the keeper",38.4
"J Richardson to Kedar Jadhav, no run, 136ks good length on off, Jadhav blunts it down off the front foot",38.3
"J Richardson to Bhuvneshwar, 1 run, the lifter outside off stump, Bhuvi leapt high and managed some glove on the defence into the off-side, Kedar Jadhav calls him through for a quick single",38.2
"J Richardson to Bhuvneshwar, no run, full on leg-stump, Bhuvi tucks it to short mid-wicket",38.1
"Lyon to Kedar Jadhav, no run, drifting in on middle and leg, worked away off the pads to square leg",37.6
"Lyon to Kedar Jadhav, no run, slower and sharp spin outside off, Jadhav seeks to cut and is beaten on the outside edge",37.5
"Lyon to Kedar Jadhav, no run, dips cunningly on a fullish length and Jadhav's almost handed a catch to mid-off. It falls just short of Finch to his right, Jadhav went hard on the biff and didn't get the timing right",37.4
"Lyon to Kedar Jadhav, no run, advances and blocks the flatter delivery down the pitch",37.3
"Lyon to Kedar Jadhav, no run, flighted full outside off, Jadhav lunges forward and blocks into the off-side",37.2
"Lyon to Kedar Jadhav, no run, turns in on middle and leg, Jadhav flicks it straight to square leg",37.1
"J Richardson to Bhuvneshwar, no run, short at the body, Bhuvi leaps inside the crease and drops it off his wrists onto his thigh pad",36.6
"J Richardson to Bhuvneshwar, no run, 132ks length on fifth stump, Bhuvi splices the drive into the leg-side",36.5
"J Richardson to Bhuvneshwar, no run, unveils the bumper on the stumps, Bhuvi arches back looking to ramp but no dice. Beaten for extra bounce",36.4
"J Richardson to Bhuvneshwar, no run, 133ks full outside off, Bhuvi looks to force a drive through the off-side but ends up misitiming it off the cue end to mid-on",36.3
"J Richardson to Bhuvneshwar, 2 runs, 133ks again, Bhvui gets on his tippy toes and creams the punch in the gap wide of extra cover for a couple of runs",36.2
"J Richardson to Bhuvneshwar, no run, 133ks full and attacking off-stump, Bhuvi plays it back to the bowler",36.1
"Lyon to Kedar Jadhav, no run, skiddy offbreak on the stumps, Jadhav looks to push it wide of cover, but mistimes it off the outside half towards point",35.6
"Lyon to Bhuvneshwar, 1 run, goes deep inside the crease and biffs the punch to long-on",35.5
"Lyon to Kedar Jadhav, 1 run, 85ks, floated up outside off, Jadhav opens the face and punches it through point",35.4
"Lyon to Kedar Jadhav, wide, quick slider, drifts down leg with the arm. Carey knocks the bails of and asks the square leg umpire to go upstairs, but Jadhav's back foot never went up. Well in...",35.4
"Lyon to Kedar Jadhav, no run, appeal for lbw, but the impact is well outside off as Jadhav strode forward to push",35.3
"Lyon to Kedar Jadhav, no run, turning back in from outside off, Kedar Jadhav is on the backfoot to nudge it behind square leg",35.2
"Lyon to Kedar Jadhav, no run, tossed up on middle, Kedar Jadhav gets forward and deadbats",35.1
"Pat Cummins to Kedar Jadhav, 1 run, 139ks, zippy length delivery around off, Jadhav shuffles across and tucks it off his hip through square leg",34.6
"Pat Cummins to Bhuvneshwar, 1 run, 137ks asking to be driven outside off, Bhuvi obliges and plays it with an open bat face through point",34.5
"Pat Cummins to Bhuvneshwar, no run, pounds it short at the body, Bhuvi steers it off his chest towards backward point",34.4
"Pat Cummins to Bhuvneshwar, no run, good length outside off, Bhuvi taps it in front of backward point",34.3
"Pat Cummins to Bhuvneshwar, FOUR, edged and four! Full and seeking off-stump at 142ks, Bhuvi was late in bringing his bat down and hence, it snicks the outside edge and flies past the keeper to his right",34.2
"Pat Cummins to Kedar Jadhav, 1 run, 133ks length ball outside off stump, Jadhav tilts the bat face and scythes it through point for a single",34.1
"Lyon to Bhuvneshwar, no run, full outside off, wristy work from Bhuvi as he places the drive to the left of short mid-wicket",33.6
"Lyon to Bhuvneshwar, no run, spinning in from a length, punched to the right of the bowler",33.5
"Lyon to Bhuvneshwar, no run, fuller and wider of off, Bhuvi rolls his wrists on the on-drive and hits it straight to short mid-wicket",33.4
"Lyon to Bhuvneshwar, no run, strides across and blocks the flatter delivery into the leg-side",33.3
"Lyon to Kedar Jadhav, 1 run, knocked away with the spin through square leg region",33.2
"Lyon to Bhuvneshwar, 1 run, dishes it full outside off, keeps a touch low too, Bhuvi uses his bottom hand power to whip it wide of long-on",33.1
"Pat Cummins to Kedar Jadhav, no run, 137ks slightly short outside off, Jadhav punches crisply but he can't get it past a diving Maxwell at backward point",32.6
"Pat Cummins to Kedar Jadhav, no run, 141ks full on off and middle, Jadhav pings the drive straight to the fielder at mid-off",32.5
"Pat Cummins to Bhuvneshwar, 1 run, fuller and angling in, Bhuvi drops it on the off-side and nabs a quick single",32.4
"Pat Cummins to Kedar Jadhav, 1 run, sits up at 137ks from back of a length, Jadhav jumps on the back foot and cuts it behind point for a single",32.3
"Pat Cummins to Kedar Jadhav, no run, 129ks cross-seamer in the corridor of uncertainty, keeps Jadhav on the back foot and rips it past his outside edge",32.2
"Pat Cummins to Bhuvneshwar, 1 run, back of a length just outside off stump, at 132ks and thus Bhuvi uses the pace with an open face tap into the off-side",32.1
"Lyon to Kedar Jadhav, no run, offie drifting in towards middle, Jadhav smothers it into the leg-side",31.6
"Lyon to Bhuvneshwar, 1 run, 82ks flat outside off, Bhuvi opens the bat face and dabs it through cover-point",31.5
"Lyon to Kedar Jadhav, 1 run, spinning into middle and leg, Jadhav clips it backwards of square leg for a single",31.4
"Lyon to Kedar Jadhav, no run, forward and blocked into the leg-side",31.3
"Lyon to Kedar Jadhav, FOUR, short and wide of off, not too much room on offer but Jadhav went deep inside the crease and played it off the keeper's gloves before running it off the bat face through point",31.2
"Lyon to Bhuvneshwar, 1 run, offbreak from Lyon, Bhuvi camps back and punches it down to long-on",31.1
"Zampa to Kedar Jadhav, no run, drifts in towards off from a length, Jadhav hangs back and punches it back to the bowler",30.6
"Zampa to Bhuvneshwar, 1 run, full on middle, Bhuvi knocks it away off the pads to mid-wicket",30.5
"Zampa to Bhuvneshwar, no run, plays the late cut, beats the slip to his right but can't get it past short third man",30.4
"Zampa to Bhuvneshwar, no run, looped up outside off, Bhuvi stays leg-side of the delivery and hits it straight to cover",30.3
"Zampa to Bhuvneshwar, no run, tossed full on off, Bhuvi drives it to mid-off",30.2
"Zampa to Bhuvneshwar, no run, quicker googly on middle, Bhuvi picks it early and plonks his bat in front of pad",30.1
"Maxwell to Kedar Jadhav, no run, floated up outside off, Jadhav strides forward and smothers it into the off-side",29.6
"Maxwell to Kedar Jadhav, no run, tossed up and turning in, Jadhav hangs back and defends it down the wicket",29.5
"Maxwell to Kedar Jadhav, FOUR, delicate! Something to cheer about for the crowd. Turning down leg and Jadhav just helps it along the way, used the pace of Maxwell and played it fine enough to pick up a boundary",29.4
"Maxwell to Bhuvneshwar, 1 run, drops it full on the pads and Bhuvneshwar nurdles it to backward square leg",29.3
"Maxwell to Bhuvneshwar, no run, worked into the leg-side and there is confusion regarding the run, they don't take it in the end",29.2
"Maxwell to Kedar Jadhav, 1 run, spinning into the pads, Jadhav tucks it to fine leg",29.1
"Zampa to Bhuvneshwar, no run, double wicket maiden! Is he a contender for the Man of the Series? Tries a googly to the new batsman but lands it in the blockhole, Bhuvi squeezes it to cover",28.6
"Zampa to Jadeja, out Stumped!! Wicket number 11 for Zampa in the series. Second in the over. Jadeja walks back without troubling the scores. He had a good day with the ball but fails to justify his role with the bat. The googly and Jadeja had no clue about it, he lunged forward to defend and is beaten by the away turn, fails to drag his foot back in and Carey is quick enough to catch him on the line. Jadeja st Carey b Zampa 0(3)",28.5
"Zampa to Jadeja, no run, lands it full and Jadeja drives it back to the bowler",28.4
"Zampa to Jadeja, no run, wrong 'un around off, Jadeja presses forward and defends back to Zampa",28.3
"Zampa to Rohit, out Stumped!! Is that the game? Zampa should have had Rohit before but he won't mind it now. How good has he been in the series? 10th wicket for him. There was a sense that Rohit was getting frustrated with the dot balls and the missed scoring opportunities, he rushes down the wicket to play a big shot, but Zampa is not one who gives the ball air, the zip on the delivery beats the inside edge and Carey does the rest behind the sticks. What's worse is Rohit's bat slipped out of his hand and ended up near short fine as he completed the swing. Rohit st Carey b Zampa 56(89) [4s-4]",28.2
"Zampa to Rohit, no run, drifts the leg-break in and Rohit settles into a forward block",28.1
"Maxwell to Rohit, 1 run, spinning into the legs and Rohit nudges it backward of square leg",27.6
"Maxwell to Rohit, no run, shimmies down and yorks himself, digs it back to Maxwell",27.5
"Maxwell to Rohit, no run, slower and turning in, Rohit bends low and works it to mid-wicket",27.4
"Maxwell to Rohit, no run, straying on the legs, Rohit misses the sweep and the ball deflects off the pad",27.3
"Maxwell to Rohit, no run, comes down the track and pushes it back to Maxwell, who mocks a throw at Rohit",27.2
"Maxwell to Rohit, no run, stays low and Rohit does well to bring his bat down, knocked to the right of Maxwell",27.1
"Zampa to Kedar Jadhav, no run, Jadhav tries to emulate Rohit with a drop and run, but the fielders are close in for him as he is new to the crease",26.6
"Zampa to Rohit, 1 run, tossed up around off, Rohit drops it into the off-side and rotates strike",26.5
"Zampa to Rohit, no run, steps out and is done in by the length, he pushes at the ball and the inside edge rolls to short fine",26.4
"Zampa to Kedar Jadhav, 1 run, drifting in and Jadhav nurdles it round the corner - to square leg",26.3
"Zampa to Rohit, 1 run, flatter delivery on off, Rohit brings his bat down and bunts it towards point",26.2
"Zampa to Rohit, no run, dropped! Would you believe it? Zampa should have had Rohit twice in two balls. And more surprisingly it is Maxwell who puts it down. Flighted outside off, Rohit drives uppishly straight to extra cover, Maxwell bends down and spills it. There is no dew around, so not sure why the shoddy work from the Australians",26.1
"Maxwell to Kedar Jadhav, FOUR, bad delivery and Jadhav does not miss out. Long hop outside off and the good thing is he didn't try to muscle it to the on-side, slapped it powerfully between extra cover and mid-off",25.6
"Maxwell to Kedar Jadhav, no run, spinning in and Jadhav misses the nudge, the ball pops up off the thigh pad",25.5
"Maxwell to Kedar Jadhav, no run, slower and turning in, Jadhav bunts it towards cover",25.4
"Maxwell to Rohit, 1 run, full delivery and Rohit wrists it to long-on",25.3
"Maxwell to Kedar Jadhav, 1 run, opens the bat face and dabs it to the vacant backward point region",25.2
"Maxwell to Kedar Jadhav, no run, spinning into the right hander and Jadhav works it towards mid-wicket",25.1
"Zampa to Rohit, no run, dropped! Tough chance but you expect the 'keeper to take those. Tossed up around off, Rohit is drawn into the forward defensive, the ball turns away to grazes the outside edge and Carey is slow to react, the ball hits the glove before deflecting away. Zampa has his hands on his head. That would have been the match",24.6
"Zampa to Rohit, 2 runs, risky second there. Low dipping full toss and Rohit opens the bat face to direct it behind point, called for two immediately and had to put in the dive to make his crease. Needless at this point",24.5
"Zampa to Shankar, out Caught by Khawaja!! Six and out! He is distraught as he makes the walk back. Zampa is relieved. He runs towards Khawaja. The slider which is a bit short, Shankar went for the pull but Zampa gets it to skid after pitching, it hits the splice of the bat and skis up towards long-on. Khawaja covers good ground to his right and completes it with a slide. Shankar c Khawaja b Zampa 16(21) [6s-1]",24.4
"Zampa to Shankar, SIX, needed that. Needed that big time. The run flow had been stopped and you could see the pressure on him. Flighted leg-break and Shankar went against the spin, but his long levers helped to clear long-on",24.3
"Zampa to Shankar, no run, floated up and lands it in the blockhole, Shankar squeezes the drive towards Maxi at extra cover",24.2
"Zampa to Shankar, no run, quick and on the stumps, Shankar punches it to mid-wicket",24.1
"Maxwell to Rohit, no run, slower and turning in, Rohit bends down and turns it to square leg",23.6
"Maxwell to Shankar, 1 run, lands it full enough for Shankar to drive down to mid-wicket",23.5
"Maxwell to Rohit, 1 run, fifty for Rohit. The crowd are standing and cheering. Just a bat raise to acknowledge that and some glove love with Shankar. He remains the key for India's chase here. Opens the bat face and knocks it past cover",23.4
"Maxwell to Shankar, 1 run, flighted on off and middle, Shankar drives to long-on",23.3
"Maxwell to Shankar, no run, shortens the length and gets some turn, worked straight to square leg",23.2
"Maxwell to Shankar, no run, tossed up on off-stump, Shankar drives it back to Maxwell",23.1
"Zampa to Rohit, no run, flighted outside off, Rohit goes for the drive with hard hands and mistimes it to cover, sends Shankar back quickly",22.6
"Zampa to Shankar, leg byes, 1 run, sliding in and Shankar misses the flick, the ball deflects off the pad into the leg-side",22.5
"Zampa to Rohit, 1 run, wrong 'un and Rohit works it with the spin to square leg, easy single",22.4
"Zampa to Shankar, 1 run, drifts in and Shankar drives past a diving Finch near mid-wicket, single to long-on",22.3
"Zampa to Rohit, 1 run, once more uses his feet, takes it on the full and wrists the drive to long-on",22.2
"Zampa to Rohit, no run, comes down the track, gets a bit too close to the ball, squeezes it to cover",22.1
"Lyon to Shankar, no run, quicker and around off, Shankar punches it past Rohit, but Maxwell has been moved straighter at mid-wicket to stop that single",21.6
"Lyon to Rohit, 1 run, waits in the crease and dabs it behind point, that gap needs to be plugged - third single in the over there",21.5
"Lyon to Shankar, 1 run, closes the bat face to work it into the leg-side and the leading edge bobbles away to backward point",21.4
"Lyon to Rohit, 1 run, 8000 ODI runs. Joint third fastest to reach the landmark. Not sure he realises that. No celebration from him. He gets with a dab towards the vacant backward point area",21.3
"Lyon to Shankar, 1 run, 94.5ks on the flattish offie and Shankar punches it uppishly to long-on",21.2
"Lyon to Shankar, no run, nudged with the spin towards square leg",21.1
"Zampa to Rohit, no run, 92.2ks on the leg-break and Rohit runs it off the bat face, the ball rolls past his legs",20.6
"Zampa to Rohit, 2 runs, flighted outside off, Rohit opens the bat face to drive it square on the off-side, the call was for two and the pair get it comfortably. A better throw might have had Rohit in trouble",20.5
"Zampa to Rohit, no run, attacks the stumps and Rohit pushes it to the right of Zampa",20.4
"Zampa to Shankar, 1 run, drifting in on the fullish length, Shankar eases the drive to long-on",20.3
"Zampa to Rohit, 1 run, pushed through and Rohit drops it with soft hands into the off-side, calls for the quick single",20.2
"Zampa to Shankar, 1 run, lots of air on this leg-break and Shankar drives it down to long-off",20.1
"Lyon to Shankar, 1 run, bit of extra bounce that foils Shankar's attempted late cut, hits him on the glove and rolls past Carey",19.6
"Lyon to Rohit, 1 run, fraction short and Rohit has ample time to punch it to sweeper cover",19.5
"Lyon to Rohit, no run, quicker and breaking in, Rohit prods forward and turns it to mid-wicket",19.4
"Lyon to Shankar, 1 run, moves across and punches the off-break with the spin to long-on",19.3
"Lyon to Rohit, 1 run, runs down the wicket and looks to loft it with the spin, but Lyon kept it outside off and Rohit had to reach it, dragged it off the inner half to long-on, just a single",19.2
"Lyon to Rohit, no run, flatter delivery and Rohit punches it softly towards cover",19.1
"Zampa to Rohit, 1 run, drifting into the pads and Rohit picks it away backward of square leg",18.6
"Zampa to Rohit, no run, quicker and on the shorter side, Rohit knocks it back to Zampa",18.5
"Zampa to Rohit, no run, floated up outside off, Rohit is a bit casual in his push and almost offers a return catch to Zampa",18.4
"Zampa to Shankar, 1 run, half tracker and Shankar picks out the lone fielder in the deep, pulled straight to deep square leg",18.3
"Zampa to Shankar, no run, Carey appeals for a LBW. Nothing from Zampa. Pushed through around off, Shankar presses forward and blocks it off the middle of the bat. The sound was bat thudding into the pad",18.2
"Zampa to Rohit, 1 run, flighted outside off and Rohit opens the bat face to ease it past cover",18.1
"Lyon to Shankar, no run, tossed up outside off, Shankar shuffles and wrists it to mid-wicket",17.6
"Lyon to Pant, out Caught by Turner!! Edged and taken! That's a dream delivery for an off-spinner. So Pant at number 4 does not work out. Lovely drift into the left hander, draws Pant on the forward defensive before the ball spins away, the outside edge pops up gently to Turner at slip. Australia are well ahead in the game now. Pant c Turner b Lyon 16(16) [4s-1 6s-1]",17.5
"Lyon to Pant, no run, flighted around off, Pant stays back and bunts it in front of backward point",17.4
"Lyon to Rohit, 1 run, this time the single is pinched. Rohit drops it with soft hands into the off-side and Pant is off on his bike, no hesitation and the duo complete it with ease",17.3
"Lyon to Rohit, no run, spinning in from outside off and Rohit prods forward to defend into the leg-side",17.2
"Lyon to Rohit, no run, worked with the spin to square leg and an eager Pant is sent back by Rohit",17.1
"Zampa to Pant, no run, googly and Pant picked it alright, pushed it firmly with the spin to mid-off",16.6
"Zampa to Rohit, 1 run, wrong 'un with a plenty of air and Rohit drills the drive back to Zampa, who is brave enough to get a hand and parry it to long-off",16.5
"Zampa to Pant, 1 run, flatter in trajectory and Pant tucks it square on the leg-side, for a single",16.4
"Zampa to Rohit, 1 run, gives it a bit of air and Rohit is happy to drive it down the ground to long-off",16.3
"Zampa to Pant, 1 run, quicker and around off, Pant shuffles across and nurdles it round the corner - to backward square leg",16.2
"Zampa to Pant, SIX, welcome to the attack, Mr. Zampa. A poor delivery to start ones spell. Real long hop and Pant does not need a second invitation, rocks back and smokes the pull into the crowd in the deep mid-wicket stand",16.1
"Lyon to Rohit, no run, flatter and quicker, Rohit punches it back to Lyon",15.6
"Lyon to Pant, 1 run, drops it fraction short and Pant cracks it square of the wicket, Zampa tidies up from sweeper",15.5
"Lyon to Pant, no run, nice and slow from the offie, Pant presses forward and blocks it dead",15.4
"Lyon to Pant, no run, tossed up around off, Pant prods forward and defends down the wicket",15.3
"Lyon to Rohit, 1 run, treks back in the crease and opens the bat face to manoeuvre the ball wide of cover",15.2
"Lyon to Rohit, no run, flighted off break outside off, defended off the front foot",15.1
"Stoinis to Pant, no run, fuller and outside off, Pant reaches out to defend to short cover",14.6
"Stoinis to Pant, no run, fuller and around off, blocked off the front foot towards Stoinis",14.5
"Stoinis to Rohit, 1 run, angling in on middle and leg, Rohit works it away to deep square leg for a single",14.4
"Stoinis to Pant, 1 run, on a length outside off, Pant leans forward and steers it down to third man",14.3
