Column1,Column2
"Stoinis to Bhuvneshwar, FOUR, jumps down the track and clobbers the length ball through covers, timed it well and managed to beat Marsh's dive at sweeper cover",47.2
"Stoinis to Bhuvneshwar, FOUR, jumps out of his crease and slogs a short of length delivery from outside off, sends a thick edge flying over backward point to his left",47.1
"J Richardson to Bhuvneshwar, 1 run, rings in another yorker and Bhuvi can only squeeze it as far as square leg",46.6
"J Richardson to Bhuvneshwar, no run, yorker on the stumps, Bhuvi inside-edges the flick onto his pads",46.5
"J Richardson to Kuldeep Yadav, 1 run, fetches the slower short ball and pulls along the ground to deep mid-wicket",46.4
"J Richardson to Kuldeep Yadav, no run, off-cutter, drifting into the pads, Kuldeep picks it very late and by the time he thought of putting bat to ball but the ball was behind him post the deflection off the pads",46.3
"J Richardson to Bhuvneshwar, 1 run, early into the slog, slow and wide of off, Bhuvi chips it off the toe-end towards long-on",46.2
"J Richardson to Kuldeep Yadav, 1 run, full on leg-stump, flicked away to deep square",46.1
"Stoinis to Bhuvneshwar, no run, change of pace outside off, Bhuvneshwar looks to send a slog over short fine but makes no contact",45.6
"Stoinis to Bhuvneshwar, 2 runs, gets across his off-stump and slogs, drops inches short of Khawaja at long-on. He might hurt his hammy in the process, walks gingerly and shows some sign of discomfort",45.5
"Stoinis to Rohit, out Caught by Maxwell!! Should be the game for Australia you'd think. Rohit Sharma had no other option but to give it all and boy did he play a gem! He walks off to a standing ovation at the SCG. Saw the short ball and went for his go-to shot, the pull. Big top-edge and Maxi does well to run forward and claim a clean catch at deep mid-wicket. Rohit c Maxwell b Stoinis 133(129) [4s-10 6s-6]",45.4
"Stoinis to Rohit, FOUR, full toss wide of Rohit's off-stump, he slaps it off the cue end and managed to get it over the backtracking fielder at mid-off. No-one in the deep",45.3
"Stoinis to Rohit, wide, slower and fuller, well outside the tramline and Stoinis has to reload that",45.3
"Stoinis to Bhuvneshwar, 1 run, shuffles across, reads the slower ball and pulls off the bottom half over mid-on",45.2
"Stoinis to Rohit, 1 run, full toss outside off, Rohit drags the pull off the toe-end to wide long-on",45.1
"J Richardson to Bhuvneshwar, no run, another slower ball, but this one's got a bit of extra bounce and Bhuvi can't lay bat on ball yet again",44.6
"J Richardson to Bhuvneshwar, no run, Bhuvi getting his own treatment, slower ball outside off stump. A swing and a miss",44.5
"J Richardson to Bhuvneshwar, no run, direct hit and Rohit would have been on his bike. Slammed straight to Finch at short cover and Rohit was backing up too far, had to turn around and put in a desperate dive, even that wouldn't have saved him in fact. Fortunately for Rohit, Finch missed the target",44.4
"J Richardson to Bhuvneshwar, no run, yorker, nails it in the middle of middle, Bhuvi digs it into the pitch",44.3
"J Richardson to Rohit, 1 run, short ball outside off, Rohit Sharma on his tippy toes steers the ball wide of point",44.2
"J Richardson to Jadeja, out Caught by Shaun Marsh!! Jhye Richardson at it again. Once again, it's the Perth Scorchers combination. Bowled it short and far from Jadeja's reach, the batsman had no other option but to go for his shots, looked to flay it square but gets a thick top-edge that lands in the bucket hands of Shaun Marsh at deep backward point.Jadeja c Shaun Marsh b J Richardson 8(13)",44.1
"Stoinis to Rohit, FOUR, gets another gift from Stoinis. Length ball outside off and Rohit bullies it over mid-wicket, couple of bounces and into the fence",43.6
"Stoinis to Rohit, SIX, why lose your shape when you can hit shots like that? Full and in the zone, what does Rohit Sharma do? Clears his front leg and deposits Stoinis flat into the stands over mid-wicket",43.5
"Stoinis to Rohit, no run, slower ball outside off, a swing and a miss for Rohit",43.4
"Stoinis to Jadeja, 1 run, jumps across and in line with the delivery, drops it off the thigh into the leg-side and calls Rohit for a quick single. Stoinis rushes forward and underarms a throw at the batting end, had that hit Rohit might have been in trouble",43.3
"Stoinis to Jadeja, no run, shuffles to leg-side early and gets a bumper around the shoulder, pulls and misses",43.2
"Stoinis to Rohit, 1 run, one hand comes off as he attempts to lift this slower delivery over long-on. Horribly mistimed but to Rohit's delight, it falls way short of the incoming long-on fielder",43.1
"Lyon to Jadeja, no run, no room on offer, Jadeja tries to get it in the gap on the off-side but under-edges it past the off stump",42.6
"Lyon to Jadeja, no run, cuts and cuts straight to backward point",42.5
"Lyon to Rohit, 1 run, heaves and skews a thick under edge behind square leg",42.4
"Lyon to Rohit, SIX. What power! Lines up for a nice toss up and marmalizes it into the crowd over long-on with absolute disdain",42.3
"Lyon to Jadeja, 1 run, makes room and cuts the flatter delivery square on the off-side",42.2
"Lyon to Jadeja, no run, sliding in towards leg stump, Jadeja inside-edges the flick onto pad",42.1
"Maxwell to Rohit, FOUR, high full toss outside off, Rohit lost his shape trying to slog but a thick toe-edge flew through to the third man fence in a giffy",41.6
"Maxwell to Rohit, no run, looks to cut/dab to third man and the pace on the delivery zings past his outside edge",41.5
"Maxwell to Rohit, 2 runs, up in the air for a long, long time. Drops in no-man's land. Ugly heave from Rohit and he got a thick top-edge on that, the fielders on the leg-side were pretty deep and by the time deep mid-wicket rushed in he realized he was never going to get there",41.4
"Maxwell to Rohit, no run, yorker fired at the base of off, Rohit couldn't help but squeeze it out",41.3
"Maxwell to Jadeja, 1 run, flicks again into the same gap and the fielder's sharp this time, only a single",41.2
"Maxwell to Jadeja, 2 runs, full on middle, Jadeja gets the flick wide of mid-wicket and they pinch an easy two",41.1
"Lyon to Jadeja, 1 run, pushed to point and they take a single",40.6
"Lyon to Rohit, 1 run, absolutely biffs this past the non-striker, Jadeja was in danger for a fleeting moment but thankfully for him it went wide and straight down to long-off",40.5
"Lyon to Rohit, no run, huge lbw shout but reckon it was drifting down leg. Rohit missed the sweep and was pinned around the knee roll on the front leg. Oh chop all that, it pitched outside leg. End of story",40.4
"Lyon to Rohit, no run, opens the bat face and drives straight to backward point",40.3
"Lyon to Jadeja, 1 run, makes room, stays leg-side of the offbreak and punches it sweetly through covers",40.2
"Lyon to Rohit, 1 run, tossed up on middle, Rohit works it wide of long-on",40.1
"J Richardson to Rohit, 1 run. Driven. Keeps the strike with a single to long-on",39.6
"J Richardson to Rohit, 2 runs, Rohit Sharma tons up! His 22nd in ODIs and one of his best considering the start India got early on. Flicks it off the pads, completes two and barely celebrates; just a warm hug to his partner a mild rise of the bat to acknowledge the applause and back to marking his crease. Class!",39.5
"J Richardson to Jadeja, 1 run, takes on the short ball and rolls his wrists on the pull to deep mid-wicket",39.4
"J Richardson to Jadeja, no run, short of length outside off, Jadeja lets it be",39.3
"J Richardson to Karthik, out Bowled!! The Perth Scorchers boys are rocking at the SCG. It's Jhye Richardson's turn this time. Managed to get the landing right[Front foot]...inches. Matter of inches really. Second read DK's instincts and pulled his length back while offering little room for the batsman, DK was on the hustle and he went through the shot a bit too early. Ekes a thick inside edge and that makes an absolute mess of the stumps behind. Karthik b J Richardson 12(21)",39.2
"J Richardson to Karthik, no run, fullish and angling into middle, punch-driven....right off the middle but straight to mid-off",39.1
"Siddle to Rohit, no run, yorker just outside off, Rohit digs it out into the off-side",38.6
"Siddle to Rohit, FOUR, this is Rohit Sharma at his very best! Shuffles a fraction, gets down on one knee and paddles this away over short fine. Kept his eyes still till he made contact and the timing on the shot took care of the rest",38.5
"Siddle to Rohit, FOUR, can't be bowling short to Rohit! He yet again stands tall and clobbers it in the gap over mid-wicket",38.4
"Siddle to Rohit, no run, drills the full delivery to the right of mid-off, a diving save from the fielder there",38.3
"Siddle to Rohit, FOUR, the mishits don't matter when you put it in the gaps. Hasn't been at his fluent best, but he's taking his chances wisely. Sees length and smacks the pull over mid-wicket, no-one in the deep and although it flew off the splice, the power on the strole carried it all the way",38.2
"Siddle to Karthik, 1 run, slogs across the line and manages ample contact to power the ball to deep square",38.1
"J Richardson to Karthik, 1 run, sees width and smartly dabs it backwards of point for a strike-retaining single",37.6
"J Richardson to Karthik, no run, angling in from a length, textbook stuff from DK. Classic forward defence; high elbow, still head, soft hands and all that...",37.5
"J Richardson to Karthik, no run, fullish and zooming in on the stumps, DK's early on the flick and he sends a leading edge dribbling back to the bowler",37.4
"J Richardson to Rohit, 1 run, lets the ball come to him, deadbats this into the off-side and races across for a quick single",37.3
"J Richardson to Rohit, no run, composes himself and dinks the ball into the leg-side",37.2
"J Richardson to Rohit, no run, big swish across the line from Rohit! Had he connected it....well, well! Wasn't far from the edge and wasn't far from the off-stump either",37.1
"Behrendorff to Karthik, 2 runs, hint of glove on that? Yep. Length ball slipping down leg, DK attempts a pull and manages some contact on that before dragging it to the right of fine leg",36.6
"Behrendorff to Rohit, 1 run, opens the face and glides a single into the point region",36.5
"Behrendorff to Rohit, 2 runs, just a mere push! Puts a straight bat to Behrendorff's pacy length delivery and it hurries across the turf straight of long-off",36.4
"Behrendorff to Rohit, 2 runs, could have easily chopped this on! Went fetching for the wide-ish length delivery and the thick inside edge flew past leg peg en route to fine leg",36.3
"Behrendorff to Karthik, 1 run, hacks the length ball off the pads and it goes on the bounce to the man at deep square",36.2
"Behrendorff to Karthik, no run, chips down the track and tries to drive straight, a slight bit of nip off the seam meant it shaved the inside edge and dribbled back towards the keeper",36.1
"Stoinis to Rohit, no run, gives himself a bit of room outside off, but doesn't get any width from Stoinis. Instead this was bowled into his body and Rohit can only knock it as far as mid-wicket",35.6
"Stoinis to Karthik, 1 run, gets across and flicks off the cue end to deep square",35.5
"Stoinis to Karthik, no run, walks towards the line of the delivery and drives this straight to mid-off",35.4
"Stoinis to Karthik, no run, looks to pinch a quick single with a deft touch under his eyes, but the ball rushed to backward point much quicker than he anticipated",35.3
"Stoinis to Karthik, no run, jumps out of the crease and flicks the full delivery off the pads, hits it straight to the man at short mid-wicket",35.2
"Stoinis to Rohit, 1 run, short of length outside off, Rohit punches it on the up and slots it wide of the man at cover",35.1
"Behrendorff to Rohit, 1 run, drops this with soft hands into the leg-side and keeps strike with a quick single",34.6
"Behrendorff to Karthik, 1 run, shimmies down, gets inside the line of the length delivery and helps it with the angle down to fine leg",34.5
"Behrendorff to Karthik, no run, opens the bat face and punches crisply to Maxi at backward point",34.4
"Behrendorff to Karthik, no run, short of length on middle and leg, DK hops back and blocks it into the leg-side",34.3
"Behrendorff to Rohit, 1 run, sweetly punched past the non-striker for a quick single",34.2
"Behrendorff to Rohit, no run, 133ks fullish and closing in on middle, Rohit's drive goes straight to cover",34.1
"Stoinis to Karthik, 2 runs, gets it finer this time, was too close to cut or steer, but DK set himself nice and steady to send it fine of third man and sneak a couple of valuable runs for India",33.6
"Stoinis to Karthik, no run, waits inside the crease, opens the bat face at the last minute but can't hit the gap on the dab on the off-side",33.5
"Stoinis to Rohit, 1 run, shuffles across, pats the ball on its head and gets it rolling past square leg for a single",33.4
"Stoinis to Rohit, no run, slashes at a wide delivery and gets beaten for lack of pace",33.3
"Stoinis to Rohit, no run, full and attacking the stumps, driven straight to mid-on",33.2
"Stoinis to Karthik, 1 run, leans on the front foot and drives on the up, gets it square of sweeper cover",33.1
"Behrendorff to Karthik, 1 run, high hands, pokes the ball into the cover region and takes off",32.6
"Behrendorff to Rohit, 1 run, full at the stumps, Rohit whips the drive wide of long-on",32.5
"Behrendorff to Rohit, no run, good length on off, Rohit taps it to cover",32.4
"Behrendorff to Karthik, 1 run, width outside off and DK uses all of it to guide a single to third man",32.3
"Behrendorff to Dhoni, out Lbw!! Dhoni's pinned leg before and India don't have any reviews any left. Did that pitch outside leg? Oh my! It certainly looked like it pitched well outside the leg peg. Huge blow for the visitors. It was full and at the stumps and Dhoni missed the flick. The only debate could have been regarding the pitch of the delivery and the umpire Michael Gough didn't have too much to think there. Dhoni lbw b Behrendorff 51(96) [4s-3 6s-1]",32.2
"Behrendorff to Rohit, 1 run, punched on the up to the left of extra cover",32.1
"Stoinis to Rohit, 1 run, tilts the bat face slightly and slots the drive backwards of point. The inital call was for two, but Rohit was quick to spot the danger in squeezing a second, puts his hand up and says no straightaway",31.6
"Stoinis to Rohit, no run, drops the ball with soft hands into the off-side and calls MS for a quick single. Sent back and Rohit had to rush to make his ground",31.5
"Stoinis to Rohit, no run, cuts and cuts late, can't get it past backward point",31.4
"Stoinis to Dhoni, 1 run, short of length outside off, Dhoni stabs it past cover",31.3
"Stoinis to Dhoni, no run, gets across and taps the ball into the off-side",31.2
"Stoinis to Dhoni, FOUR, fifty for MSD! Absolute madness in Sydney and the fans have every reason to be delighted. His 68th in ODIs, gets there with a blazing on-drive past the diving left hand of mid-on. No grand celebrations from MS, just a wave of the willow and back to business",31.1
"Behrendorff to Dhoni, 1 run, sits deep inside the crease and drops this 130ks delivery near his feet and hustles for a quick single",30.6
"Behrendorff to Dhoni, no run, feet's cemented inside the crease and he attempts to clobber one through the off-side. No timing and straight to cover",30.5
"Behrendorff to Dhoni, no run, hurries out of his crease and looks to force it through covers, Behrendorff's extra pace and zip on the wicket zing past the outside edge",30.4
"Behrendorff to Dhoni, no run, 132ks back of a length just outside off, Dhoni punches to cover",30.3
"Behrendorff to Dhoni, no run, jabs at this length delivery and he picks the man at square leg this time",30.2
"Behrendorff to Dhoni, no run, fuller and wider of off, Dhoni's drive has been intercepted by the man at cover",30.1
"Lyon to Rohit, no run, attacks the stumps with a flatter delivery, Rohit helps it to short fine",29.6
"Lyon to Rohit, SIX, Rohit Sharma smashes Nathan Lyon into the Australian change room. What swagger! Advanced down for a biggie and the ball couldn't help but oblige Rohit's bat swing. Got underneath and pumped it many-a-mile over mid-wicket. Perhaps the biggest of the night?",29.5
"Lyon to Rohit, no run, angles it across and makes Rohit fetch outside off, no feet on the cut and it drops just short of the man at backward point",29.4
"Lyon to Rohit, no run, skiddy length delivery on middle, Rohit jabs it into the leg-side",29.3
"Lyon to Dhoni, 1 run, uses his feet, works the ball into the mid-wicket pocket and ticks another single",29.2
"Lyon to Dhoni, 2 runs, flicked away off the pads to deep square",29.1
"Behrendorff to Rohit, FOUR, that's Rohit Sharma at his very best! He's picking the gaps to perfection. Knows there's no-one at long-off and he just lifted this fullish delivery with minimal power, once it went over mid-off it's only heading one way....",28.6
"Behrendorff to Rohit, no run, looks to cut this late but can't get it past backward point",28.5
"Behrendorff to Dhoni, 1 run, turns this to mid-wicket and calls for a quick single. Dhoni was made to hustle-bustle a bit towards the end as Khawaja was quick to pounce and fire a throw at the bowling end",28.4
"Behrendorff to Rohit, 1 run, back of a length wide of off, Rohit stays beside the line and steers it down to third man",28.3
"Behrendorff to Rohit, FOUR, smart cricket from Rohit Sharma! He read the field perfectly and went for the scoop, the fine leg was inside the ring and although he couldn't get the desired timing, he managed to power that over the fielder and in fairness, that's all was needed",28.2
"Behrendorff to Dhoni, leg byes, 1 run, angled into the hips, Dhoni sits back and tucks with soft hands into the on-side",28.1
"Behrendorff to Dhoni, wide, pitches outside leg and slips down further this short of length delivery, Dhoni was down the track in a flash and he fails to connect with the whippy pull",28.1
"Lyon to Rohit, no run, tossed up on middle and leg, Rohit clips into the leg-side and thinks of a quick single. Dhoni says no",27.6
"Lyon to Rohit, no run, punched back to the bowler",27.5
"Lyon to Rohit, 2 runs, fiddles at a wide delivery and skews an outside edge fine of third man",27.4
"Lyon to Dhoni, leg byes, 1 run, huge appeal for leg before from Lyon. Dhoni was down the pitch and was defeated by this skiddy offbreak on middle, there wasn't a great deal of spin but it hit him in line with middle, too far down the pitch perhaps? And that prompted the umpire to rule it in the favour of the batsman",27.3
"Lyon to Dhoni, no run, shimmies down, realizes he's too close to the pitch of the delivery and adjusts well to manoeuvre the ball to square leg",27.2
"Lyon to Rohit, 1 run, flat and sliding onto leg stump, Rohit nudges gently into the leg-side for an easy single",27.1
"J Richardson to Rohit, 1 run, opens the bat-face and steers this length ball down to third man",26.6
"J Richardson to Dhoni, leg byes, 1 run, skiddy short of length delivery on the pads and Dhoni is late on his tuck/glance. Off the pad and the ball rolls towards long leg",26.5
"J Richardson to Dhoni, wide, bumper down the leg-side, ignored",26.5
"J Richardson to Dhoni, no run, 141.7kph, in-slanter from a good length and Dhoni is rapped on the front pad. He was late to bring his bat down and the ball thuds into the batter's pad. Was sliding down leg and hence no major appeal from the Australians",26.4
"J Richardson to Rohit, 1 run, fuller in length, bowled at 140kph, Rohit pushes it towards cover and the batters scamper through for a quick single",26.3
"J Richardson to Dhoni, 1 run, the partnership between Dhoni and Rohit is now 100. Back of a length delivery, punched in front of square on the off-side",26.2
"J Richardson to Dhoni, 2 runs, Dhoni walks out of his crease and forces this short of length delivery to deep point",26.1
"Lyon to Rohit, no run, stump-to-stump line, defended back to Lyon",25.6
"Lyon to Rohit, no run, more flight on this occasion, pushed back to the bowler",25.5
"Lyon to Rohit, no run, defends this flat ball down the pitch",25.4
"Lyon to Dhoni, 1 run, Dhoni puts in a dive to make his ground. The right-hander went back in the crease and patted it towards the off-side. Marsh ran in from cover and fired an underarm throw. Misses the target, Dhoni was home, anyway. Sprinted across and put in a full length dive",25.3
"Lyon to Rohit, 1 run, quick in-turner, Rohit is late to bring his bat down, gets an inside edge to backward square leg",25.2
"Lyon to Rohit, no run, short of length from round the wicket, flat in trajectory, Rohit taps it into the off-side, Lyon mops up",25.1
"J Richardson to Dhoni, no run, a loose shot from Dhoni. Wasn't that short and he was trying to heave it away through the leg-side. The skiddy ball scoots under the swinging blade and bounced over the sticks",24.6
"J Richardson to Rohit, 1 run, just a hint of width outside off and that's sufficient for Rohit to run it down to third man",24.5
"J Richardson to Dhoni, leg byes, 1 run, 134.9kph full ball on the pads, Dhoni misses the flick and the ball rolls into the leg-side off his pad",24.4
"J Richardson to Rohit, 1 run, late-dabbed wide of backward point for an easy single",24.3
"J Richardson to Dhoni, 1 run, closes the bat-face and nurdles this skiddy ball towards square leg",24.2
"J Richardson to Dhoni, no run, 131kph, short of length delivery with a bit of extra bounce, nudged into the leg-side",24.1
"Maxwell to Rohit, no run, tossed up delivery, full on off, Rohit drives it to cover",23.6
"Maxwell to Rohit, FOUR, fifty for Rohit! His 38th in ODIs. The batsmen don't want Maxi to settle here. Sees the width on offer outside off on this away-drifter and threw his bat hard at it. Didn't quite control of it as it went in the air off the outer half. But fortunately for Rohit, it went through the gap between backward point and short third man. Rases his bat and soaks in the applause!",23.5
"Maxwell to Dhoni, 1 run, Dhoni skips down the track and clips off the inseide edge. The ball rolls to fine leg",23.4
"Maxwell to Dhoni, FOUR, Dhoni unleashes a fierce sweep shot. A big stride outside off, got down on a knee and broomed it powerfully perpendicular to the pitch. Jhye Richardson at square leg dived full length to his left, missed it by an inch or two",23.3
"Maxwell to Dhoni, no run, quicker ball - 90.6kph - Dhoni gets forward to blunt it to mid-wicket",23.2
"Maxwell to Dhoni, no run, flat ball from a short of length, Dhoni hangs back to pat it to point",23.1
"Siddle to Rohit, no run, good length delivery on off at 136.3kph, Rohit covers the line and solidly blocks it towards cover",22.6
"Siddle to Dhoni, 1 run, 137kph, the line is too straight and Dhoni nurdles it towards square leg for a single",22.5
"Siddle to Dhoni, no run, camps back in the crease and hops to punch this back of a length delivery, hits it straight to cover",22.4
"Siddle to Rohit, 1 run, off-pace ball - 122kph, Rohit spots it and is happy to knock it towards long-on",22.3
"Siddle to Rohit, FOUR, fuller than a good length ball, was angled in and Rohit drove it on the rise. Didn't quite get it off the middle as he went hard on it, but the placement was spot on. Through extra cover and there's no one stopping that",22.2
"Siddle to Dhoni, 1 run, 136.3kph, fullish ball on middle and leg, a shuffling Dhoni turns it through square leg",22.1
"Stoinis to Dhoni, 1 run, pitched up delivery at 129.7kph, Dhoni pushes it wide of cover with a crouched stance",21.6
"Stoinis to Dhoni, wide, Stoinis bangs it in short and errs in line - down the leg-side. Dhoni ignores it",21.6
"Stoinis to Rohit, 1 run, full and slanted in, Rohit clips off the inner half towards backward square leg. The batsmen don't risk the second run",21.5
"Stoinis to Dhoni, 1 run, clips this length ball through mid-wicket",21.4
"Stoinis to Dhoni, no run, short of a good length ball wide of off, left alone",21.3
"Stoinis to Dhoni, no run, shortish ball, Dhoni mistimes the swivel-pull to mid-wicket",21.2
"Stoinis to Dhoni, 2 runs, almost a wicket! The short mid-wicket fielder got fingertips to it. Stoinis saw the batter come down the track and shortened his length. Despite not getting into a great position, Dhoni went through with his pull shot. Mistimed and a leaping Siddle could only get a finger or two on it",21.1
"Siddle to Rohit, no run, full on off, Rohit pushes it to mid-off",20.6
"Siddle to Dhoni, 1 run, width offered and Dhoni moves across to punch it to sweeper cover",20.5
"Siddle to Dhoni, no run, 137.8kph, fuller ball around off, Dhoni gets forward and drives to cover on the walk",20.4
"Siddle to Dhoni, no run, a confident press across to tap this good length ball to cover",20.3
"Siddle to Dhoni, no run, in-angler from a short of length, Dhoni is happy to let it go on line",20.2
"Siddle to Dhoni, FOUR, first four of the innings! Quick hands from Dhoni. Sees the width outside off and uses his wrists to scythe it through point. The deep cover fielder can only see it go past the ropes",20.1
"Stoinis to Dhoni, 1 run, full and wide of off, another firm drive off the front foot from Dhoni. Lyon dives to his right at short cover and parries it towards mid-off",19.6
"Stoinis to Dhoni, no run, very full ball at 134.3kph, with a bent knee Dhoni drives hard, hit straight to the man at cover",19.5
"Stoinis to Rohit, 1 run, rib-tickler, Rohit helps it on its way with a tuck towards long leg",19.4
"Stoinis to Dhoni, 1 run, 129.5kph, fuller than a good length ball outside off, a whippy cover drive for a single. Got it off the middle, but there's protection in the deep",19.3
"Stoinis to Dhoni, 2 runs, in-angling short of a good length ball, Dhoni glances it off the inner edge to backward square leg. They come back for the second. Good running",19.2
"Stoinis to Rohit, 1 run, an uppish drive towards mid-off for a quick single",19.1
"Lyon to Dhoni, no run, quicker ball - bowled at 102.1kph, Dhoni hangs back to a ball that he should have been played off the front foot. Flays his bat at it and finds the man at cover",18.6
"Lyon to Rohit, 1 run, tad fuller, 91.3kph, Rohit eases the drive down to long-on",18.5
"Lyon to Rohit, no run, 91.9kph, flat and marginally outside off, Rohit defends it on the off-side",18.4
"Lyon to Dhoni, 1 run, another shimmy down the pitch from MS, whips with the turn, but mishits it. A single to deep mid-wicket",18.3
"Lyon to Dhoni, no run, Dhoni comes down the track and is nowhere close to the pitch. He was looking to defensively push it into the leg-side and gets hit on the front leg. The impact was well outside off, hence no appeal",18.2
"Lyon to Rohit, 3 runs, flat in-turner from a short of length, Rohit waits for the ball to come and late-dabs it fine of the fielder at short third man",18.1
"Stoinis to Dhoni, no run, 131.7kph, pitched up delivery, Dhoni stays in his crease and drives it straight to the man positioned at mid-off",17.6
"Stoinis to Rohit, 1 run, punched through covers for a single",17.5
"Stoinis to Dhoni, 1 run, shortish ball down leg, Dhoni swivel-pulls it to fine leg",17.4
"Stoinis to Rohit, 1 run, closes the bat-face to work this length ball through square leg",17.3
"Stoinis to Dhoni, 1 run, the line is straight and Dhoni tucks it around the corner - deep backward square leg",17.2
"Stoinis to Dhoni, no run, back of a length delivery at 126.6kph, bounces more than Dhoni anticipated. Past the inside edge on his tuck and MS gets hit around the tummy",17.1
"Lyon to Rohit, SIX, that hit spoils the over for Lyon. India's innings so far - 4 sixes, 0 fours. Excellent use of the feet from the Indian vice captain. Dances down the track, gets close the pitch of the ball and flogs it hard over deep mid-wicket",16.6
"Lyon to Rohit, no run, Rohit is watchful. hint of away drift and Rohit keeps it out on the off-side",16.5
"Lyon to Rohit, no run, tossed up wide of off, Rohit presses forward and stonewalls",16.4
"Lyon to Rohit, no run, 89.4kph, non-spinner down the leg-side, past Rohit's attempted sweep. Might have brushed the batter's pad",16.3
"Lyon to Rohit, no run, back-footed pat towards cover against a flat ball",16.2
"Lyon to Rohit, no run, 93kph, Rohit leans forward and blocks",16.1
"Siddle to Dhoni, no run, on a good length and just wide of off, Dhoni lifts his bat and lets it go",15.6
"Siddle to Rohit, 1 run, on a fuller length and outside off, Rohit opens the face of the bat and runs it down to third man",15.5
"Siddle to Dhoni, 1 run, slower one outside off, Dhoni steers it down to third man for a single",15.4
"Siddle to Dhoni, no run, on a length and outside off, Dhoni gets behind this delivery and pushes it to cover",15.3
"Siddle to Dhoni, no run, very full and attacking the stumps, Dhoni drives it back to the bowler",15.2
"Siddle to Rohit, 1 run, uses the room and runs it down to third man for a single",15.1
"Lyon to Dhoni, no run, comes across and pushes it to the leg-side",14.6
"Lyon to Dhoni, SIX, that's the MS, India knows. That's the MS, the cricket fraternity knows. He dashes down the ground, reaches close to the ball and gives an all mighty MSD heave. And when he hits it, it stays hit. A long way back into the stands. MSD needed this hit, India needed this hit!",14.5
"Lyon to Dhoni, no run, comes down the track and pushes it back to the bowler",14.4
"Lyon to Rohit, 1 run, works it to the leg-side for a single",14.3
"Lyon to Rohit, 2 runs, in the air, well above the in-field. Rohit dashes down the ground and he wanted to clear long-off, ends up mistiming it and drags it a lot squarer than he would have liked",14.2
"Lyon to Rohit, no run, this one keeps a shade low, Rohit adjusts well and whips it to square leg",14.1
"Siddle to Dhoni, no run, on a fuller length and outside off, Dhoni opens the face of the bat to guide it to the off-side",13.6
"Siddle to Rohit, 1 run, fuller length delivery on the stumps, Rohit tucks it to deep mid-wicket",13.5
"Siddle to Rohit, SIX, that will ease the nerves in the dressing room. You cannot bowl short to Rohit, you just can't. He picks up the length in a canter, gets on top of the ball and powers the pull shot into the stands for a maximum",13.4
"Siddle to Rohit, 2 runs, you could sense the pressure was building and Rohit charges down the ground on this ball. He wanted to heave it to the on-side, it comes off the outside half of the blade and it just about clears backward point",13.3
"Siddle to Rohit, no run, yorker length delivery on the stumps, Rohit steers it to the off-side",13.2
"Siddle to Rohit, no run, back of a length delivery wide of off, Rohit attempts a heave over backward point, ends up making no contact",13.1
"Lyon to Dhoni, no run, walks down the ground and defends it back to Lyon. He plays out a maiden against Lyon! Dhoni surely needs to change his approach. He and India are going nowhere with their innings",12.6
