Column1,Column2
"Siddle to Kedar Jadhav, 1 run, low full toss, no big swing of the bat, Jadhav pads it to sweeper cover",45.5
"Siddle to Dhoni, 1 run, this actually a full ball in the slot to be smashed over cover, but Dhoni calmly drives it to sweeper cover knowing they have already got 9 runs off 3 balls",45.4
"Siddle to Kedar Jadhav, 1 run, again Siddle goes for the yorker and bowls down the leg-side, glanced to fine leg",45.3
"Siddle to Kedar Jadhav, 2 runs, very full and on the leg stump, Jadhav flicks it through backward square leg, fine leg has a lot of space to cover and they come back easily for the second",45.2
"Siddle to Kedar Jadhav, wide, oh dear! Full toss past leg stump. All the good work done by Stoinis, Richardson and Zampa is being undone. This is what calculated assault is about from a chasing point of view, Dhoni and Jadhav know Siddle doesn't have many variations, so they weren't worried playing those dots, knowing they could catch up",45.2
"Siddle to Kedar Jadhav, FOUR, Siddle could be the bowler they would want to target. The bowler tried the yorker, bowled a perfect full ball in the slot for Jadhav to walk into the lofted off-drive to the left of mid-off",45.1
"Siddle to Kedar Jadhav, wide, oopsy! A freebie full toss down the leg-side, a tickle fine would have been four",45.1
"Stoinis to Kedar Jadhav, 1 run, clearly visible slower ball, Jadhav flicks it to fine leg",44.6
"Stoinis to Dhoni, 1 run, turned away behind square on the on-side to fine leg, who is very very square, with this field, the bowler can't bowl on the leg at pace",44.5
"Stoinis to Dhoni, FOUR, there's that boundary ball of the over, Dhoni stepped out to try and get Stoinis out of his bowling zone, the bowler was forced to bang the ball short, Dhoni pulls, gets the glove on in it, Big Stanlake dives at fine leg but loses the race",44.4
"Stoinis to Dhoni, no run, Stoinis has got the ball to tail back in a touch almost throughout the game, lovely inswinging full ball, flicked to short mid-wicket",44.3
"Stoinis to Kedar Jadhav, 1 run, off-spinning slower ball, tucked to mid-wicket",44.2
"Stoinis to Dhoni, 1 run, oh he's mis-hit this ball, shortish slower ball, Dhoni flat-bats to long-on off the bottom of the bat",44.1
"Zampa to Dhoni, 1 run, on the leg stump and Dhoni turns it to short fine leg, keeps strike",43.6
"Zampa to Dhoni, no run, now he tries to steal a really risky run and decides against it, Zampa is bowling very sensibly, just simple and straight knowing Dhoni's strategy, knocked towards short mid-wicket",43.5
"Zampa to Dhoni, no run, fullish and spinning away outside off stump, Dhoni leans forward and defends to cover this time, four dots",43.4
"Zampa to Dhoni, no run, now Dhoni has made up his mind that anything that's heading towards the sticks, he'll defend",43.3
"Zampa to Dhoni, no run, nice and straight from Zampa, Dhoni defends towards short mid-wicket",43.2
"Zampa to Dhoni, no run, watchfully defended back to the bowler off the front foot",43.1
"Stoinis to Dhoni, 1 run, now third man is back, so Dhoni doesn't open the face of the bat to guide it fine, pushes it towards cover-point off the back foot",42.6
"Stoinis to Kedar Jadhav, 1 run, Jadhav moves across and flicks to short mid-wicket, Dhoni takes off in a flash and that's a run stolen",42.5
"Stoinis to Dhoni, 3 runs, three dots, pressure building, but this is what good players do, don't panic, spot the field, know that one bad ball for the over will be due, Stoinis bowls this outside off stump with third man inside and Dhoni expertly late-cuts to the left backward point, Siddle runs all the way from short third man and saves a run with a slide",42.4
"Stoinis to Dhoni, no run, Stoinis is bowling a tight line with no room and forcing Dhoni to keep calm/try something different, at the moment, MSD defends towards mid-wicket",42.3
"Stoinis to Dhoni, no run, and another slower delivery, awkwardly pushed to short cover off the front foot",42.2
"Stoinis to Dhoni, no run, this is a very good off-cutting slower ball, Dhoni was completely deceived, didn't read that from the hand, went early into the punch towards cover, but got an inside edge that almost rattled the sticks",42.1
"J Richardson to Dhoni, 1 run, full and on the leg stump, Dhoni flicks it to fine leg",41.6
"J Richardson to Dhoni, no run, on the leg stump, knocked to Marsh at widish mid-wicket",41.5
"J Richardson to Dhoni, no run, short and on the stumps, Dhoni goes across and lets it pass, one for the over says umpire Michael Gough",41.4
"J Richardson to Dhoni, no run, big appeal for LBW, looked pretty high to the naked eye, but Australia chanced their arm at the review, ball-tracker showed it would have easily bounced over the stumps, good length delivery on middle and off, Dhoni tries to defend off the back foot, hit in line with off, not given, third umpire goes through the DRS process and the ball was missing the stumps",41.3
"J Richardson to Dhoni, no run, short of length delivery outside off stump, Dhoni defends off the back foot",41.2
"J Richardson to Kedar Jadhav, 1 run, neatly done, lets the length ball come and guides it calmly to third man",41.1
"Zampa to Kedar Jadhav, 1 run, googly, but no one at backward square leg, so another easy tuck for a run",40.6
"Zampa to Dhoni, 1 run, now he is ready to turn his wrists to place the bal behind square leg for an easy run",40.5
"Zampa to Dhoni, no run, lunges forward and tries to push it past cover for a single, but finds the fielder",40.4
"Zampa to Dhoni, 2 runs, nicely cut away in the gap past backward point, too short from Zampa, the square boundaries are massive at the MCG and MSD is lightning quick between the wickets",40.3
"Zampa to Kedar Jadhav, 1 run, flighted delivery on the stumps, Jadhav turns it towards mid-wicket",40.2
"Zampa to Dhoni, 1 run, shortish and on the leg stump, Dhoni pulls it to deep square leg, wanted the second, but the fielder quickly attacked the ball",40.1
"Stanlake to Kedar Jadhav, no run, short of length delivery outside off stump, Jadhav punches it towards point",39.6
"Stanlake to Kedar Jadhav, 2 runs, shortish delivery on the off stump, Jadhav turns it behind square and races back for the second run",39.5
"Stanlake to Kedar Jadhav, 2 runs, shortish and outside off stump, Jadhav punches it towards deep cover",39.4
"Stanlake to Kedar Jadhav, no run, fullish delivery outside off stump, Jadhav defends it towards cover-point",39.3
"Stanlake to Dhoni, 1 run, Dhoni flings his right hand in pain as this slower ball jumps on him and thuds the glove, Dhoni tried to glance, was troubled by the bounce",39.2
"Stanlake to Kedar Jadhav, 1 run, Jadhav dabs with an angled bat to the left of backward point",39.1
"Stoinis to Kedar Jadhav, 1 run, pace off again, Jadhav turns it through backward square leg and keeps strike. 9 runs off that over",38.6
"Stoinis to Kedar Jadhav, no run, shortish slower delivery just outside off stump, Jadhav dabs it towards point",38.5
"Stoinis to Kedar Jadhav, FOUR, don't buy this idea of having mid-on inside the ring with not much left in the bank. Stoinis wants to hide himself inside the shirt. With that sort of a field, a ball pitched up is always going to tempt the batsman and Jadhav easily lofts over the top, almost got a maximum",38.4
"Stoinis to Dhoni, 1 run, pushed towards mid-off for a run",38.3
"Stoinis to Dhoni, 2 runs, top edge, Dhoni anxiously looks back but the G is very big and fine leg was wide and a long way back, short delivery, Dhoni was hurried on the pull shot, got big on him, managed to get an edge that wasn't healthy enough",38.2
"Stoinis to Dhoni, no run, short of length delivery outside off stump, Dhoni goes back and pushes it towards cover-point",38.1
"Stoinis to Dhoni, wide, way too short, Dhoni ducks under it",38.1
"Stanlake to Dhoni, 1 run, pushed through cover-point and it's the 70th ODI fifty for MSD! And, it's a hat-trick of fifties for the veteran in this series. Length bal from Stanlake, Dhoni carefully picks the gap, obviously no celebrations, just looks at the scoreboard, gentle raise of the bat, adjusts his gloves and gets ready for the next ball",37.6
"Stanlake to Kedar Jadhav, 1 run, allows the full ball to come and then wrists it towards square leg",37.5
"Stanlake to Kedar Jadhav, no run, fullish and outside off stump, Jadhav leans forward and defends",37.4
"Stanlake to Kedar Jadhav, no run, slower delivery around the off stump, Jadhav defends off the back foot",37.3
"Stanlake to Kedar Jadhav, no run, not the best of ideas to try and run a ball down to third man when it's bouncing from short of length with absolutely no room and, with a man waiting for the edge at slip, beaten",37.2
"Stanlake to Dhoni, 1 run, neatly works this slower delivery through square leg",37.1
"Stoinis to Kedar Jadhav, FOUR, a desperate charge down the pitch. Stoinis spots, bangs it in short and Jadhav in reaction throws his hands out to pull, just as desperately. But the edge will do, outside one too, flying over the keeper",36.6
"Stoinis to Dhoni, 1 run, walks into the short one, into the line and pulls it away to fine leg",36.5
"Stoinis to Dhoni, no run, 129.3kph, off-cutter of sorts, jagging back in off a length, cramping Dhoni's attempted cut, off the bottom of the handle, to point",36.4
"Stoinis to Kedar Jadhav, 1 run, 125.8kph, a tad too straight. Tucked away, round the corner",36.3
"Stoinis to Kedar Jadhav, no run, 126.5kph, full, drifting in and Jadhav flicks it out to square leg",36.2
"Stoinis to Dhoni, 1 run, 121.5kph, military mediums on middle. Soft waiting wrists, turning it behind square",36.1
"Stanlake to Kedar Jadhav, no run, 138.2kph, tailing into the blockhole. Jadhav goes back deeper, managing a dig-out-flick to mid-wicket",35.6
"Stanlake to Dhoni, 1 run, kicks up off a length, takes the splice on Dhoni's stab to point",35.5
"Stanlake to Kedar Jadhav, 1 run, 135.3kph, shuffles, waits and uses the pace to steer it through third man",35.4
"Stanlake to Kedar Jadhav, wide, 133.7kph, a harmless back of a length delivery, but Jadhav with his tiny height, will sway away, leave, claim the extra",35.4
"Stanlake to Dhoni, 3 runs, punched on the up, crisply through the covers, splitting the gap out there to perfection",35.3
"Stanlake to Kedar Jadhav, 1 run, 138.5kph, back of a length outside off. A lined up late dab, through the cordon, third man",35.2
"Stanlake to Kedar Jadhav, no run, short, skiddy though. Jadhav looks to cut, the tries to adjust to the lack of bounce, but no, can't connect",35.1
"Zampa to Dhoni, 2 runs, overcooked. Leans and drills it away wide of long-off",34.6
"Zampa to Dhoni, no run, another tempt outside off. Shorter though. But Dhoni will stay, wait, leave",34.5
"Zampa to Kedar Jadhav, 1 run, googly. Jadhav spots, goes with the turn with a sweep, top-edges and luckily for him, and India, the lack of timing ensures it doesn't carry to Richardson out there at deep square leg",34.4
"Zampa to Dhoni, 1 run, rocks behind, maximizing the width in muscling a slap through sweeper",34.3
"Zampa to Dhoni, no run, loopy, teasing Dhoni into an uncharacteristic slice outside off, but no, Dhoni being Dhoni and the asking rate being under 8, will ignore",34.2
"Zampa to Dhoni, no run, spitting up and holding its straight line off a good length. Dhoni cramps himself on the back foot, punching it back",34.1
"Stanlake to Kedar Jadhav, FOUR, 138.2kph, width, the sitting up length and Jadhav gets the release whack. Throws his bat out, cutting it away through point",33.6
"Stanlake to Kedar Jadhav, no run, 138.5kph, a muscued flat-slap, to cover",33.5
"Stanlake to Dhoni, 1 run, 138kph, tummy-lined. Dhoni's one-legged pull, the Natraj one, to fine leg",33.4
"Stanlake to Kedar Jadhav, 1 run, full, tailing into the blockhole. Jadhav gets his bat down in time, squirting out an inside of the toe end down to fine leg",33.3
"Stanlake to Kedar Jadhav, no run, a hint of width, stabbed away to point",33.2
"Stanlake to Kedar Jadhav, no run, 138.4kph, good length around off somewhere. Jadhav gets behind it with a walk, angle-batted in defence",33.1
"Zampa to Dhoni, no run, stays back in the crease, letting the spin get big to defend",32.6
"Zampa to Kedar Jadhav, 1 run, inside-edge, obviously, running away past his stumps, past his legs, behind square",32.5
"Zampa to Kedar Jadhav, no run, looks to defend with the spin, but then it's the straigther one, which Jadhav inside-edges out, again, yet again",32.4
"Zampa to Kedar Jadhav, 2 runs, slog-sweeps, uppishly over mid-wicket",32.3
"Zampa to Kedar Jadhav, no run, spitting up, perhaps the top-spinner. Jadhav jabs it out with soft hands",32.2
"Zampa to Kedar Jadhav, no run, slides on quicker than what Jadhav's rocking behind defence had lined up for, inside-edges it onto his pad",32.1
"J Richardson to Dhoni, no run, 137kph, pitched up, a pushy-defence it'll be",31.6
"J Richardson to Dhoni, wide, nope, doesn't get away. It's short, decent angle near the head, but Dhoni stays up tall, ensuring he claims the extra",31.6
"J Richardson to Dhoni, no run, 135.7kph, across, covering the line well, sticking out a full-faced defence",31.5
"J Richardson to Dhoni, wide, bouncer, angling well down leg though",31.5
"J Richardson to Kedar Jadhav, 1 run, bumper. Pulled away, keeping it down to fine leg. And, and, Jadhav slips while turning around for the second .. oh, save those hammies",31.4
"J Richardson to Kedar Jadhav, no run, full on middle. Stroked back to a stuck out left palm, Richardson's",31.3
"J Richardson to Kedar Jadhav, no run, 139.9kph, yorker. Jadhav falls over, but the bat's down, jamming these",31.2
"J Richardson to Kedar Jadhav, no run, 138.7kph, hard good length just outside off. Jadhav stoops into a forward block, you know, the bat-pad stuck kinds",31.1
"Stanlake to Dhoni, no run, 139.7kph, a walking straight bat, defence it is",30.6
"Stanlake to Kedar Jadhav, 1 run, 140.6kph, length on off. A shuffling block-nudge",30.5
"Stanlake to Kedar Jadhav, no run, 143kph, near yorker on the base of off. Squeezed",30.4
"Stanlake to Kedar Jadhav, no run, 139.9kph, fourth-stump channel. Jadhav presses close, hangs out a defence, to inside edge it onto his pad",30.3
"Stanlake to Dhoni, 1 run, nudged away softly off the legs, round the corner",30.2
"Stanlake to Dhoni, 2 runs, too straight into the pads, clipped away behind square",30.1
"J Richardson to Kohli, out Caught by Carey!! Tickled. A 143kph bolt, bang once again in the 2014-England-Kohli driving channel, and he bites the bait. Reaches away from his body with a big ambitious drive, and the ball straightens off the seam, hard edge, the keeper holds on. Kohli c Carey b J Richardson 46(62) [4s-3]",29.6
"J Richardson to Kohli, 2 runs, 139.1kph, quite his English edge, wide of slip and gully, fishing for it away from his body",29.5
"J Richardson to Kohli, no run, 136.2kph, can't middle another cover drive, off the inside portion, down the pitch",29.4
"J Richardson to Dhoni, 1 run, thick outside edge on the cover drive, third man",29.3
"J Richardson to Kohli, 1 run, bigger width, Kohli rocks behind to slap it backward of point",29.2
"J Richardson to Kohli, no run, walks across, slapping quite untimely to mid-on",29.1
"Siddle to Dhoni, no run, tailing in on middle and leg. Clipped out to mid-wicket",28.6
"Siddle to Dhoni, no run, another charge down, and another ugly mow. But this time the line angles in, sneaking between bat and pad. No, no, wait, there was a sound, and HotSpot has a nick on the inside edge. Wow. Nobody appealed, not a soul. And Dhoni was a walker, right!",28.5
"Siddle to Dhoni, FOUR, impatience + luck = edged boundary. Dhoni gets down the pitch, with a very ungainly heave. The bounce gets big, takes a fat outside edge, flying past the keeper",28.4
"Siddle to Dhoni, no run, 135.6kph, looks to punch it on the up now with mid-off in the circle. Doesn't get hold of it though, one-bounced off the toe-end to mid-off",28.3
"Siddle to Dhoni, no run, 135.7kph, the attempt - airy flick across the line. The result - an inside edge onto his pad",28.2
"Siddle to Kohli, 1 run, juicy width outside off. Kohli lays in, carving it in front of point, but there's protection out there in the deep",28.1
"J Richardson to Dhoni, no run, hits him high on the splice, off the forward block",27.6
"J Richardson to Dhoni, no run, 136.6kph, nipping in a touch, but the damn straight tight lines stay. So does Dhoni's defence, never mind off the inside half of the bat",27.5
"J Richardson to Dhoni, no run, 134.1kph, nice skiddy bouncer. Dhoni leaves in the hope of a wide, and it'll stay a hope -- was over his head though",27.4
"J Richardson to Dhoni, no run, 136kph, presses forward with a straight punch, mid-on",27.3
"J Richardson to Dhoni, no run, 132.9kph, fourth-stumped. More of a push now, cover",27.2
"J Richardson to Dhoni, no run, 132.3kph, a punchy-defence on the up, cover",27.1
"Siddle to Dhoni, 3 runs, shorter. Dhoni nails the pull through mid-wicket, but the soggy outfield doesn't value the timing .. it values quick legs",26.6
"Siddle to Dhoni, no run, 135kph, hard hands on the cut, straight to point, where Maxwell is alert, probably 42 balls too late",26.5
"Siddle to Kohli, 1 run, shorter, Kohli slaps it away through sweeper",26.4
"Siddle to Dhoni, 1 run, jumps down, softly knocking it in front of mid-on, where Marsh's diving throw doesn't find the stumps. Quick single it'll be, successful one at that too",26.3
"Siddle to Dhoni, no run, 132.4kph, good length, bang on off. Dhoni crouches in his ful-faced forward defence",26.2
"Siddle to Kohli, 1 run, 136.2kph, a walking-across knock to mid-on. More running confusion, but then a wild throw eventually gets Dhoni crossing over",26.1
"Zampa to Kohli, 1 run, quicker, following Kohli's backing away, which ends up with a chop through sweeper",25.6
"Zampa to Dhoni, 1 run, through the line now, pushing it down to long-off",25.5
"Zampa to Dhoni, no run, nicely changed up, slower, wider, Dhoni waits, without getting tempted, leaving",25.4
"Zampa to Dhoni, no run, tossed wider, stroked out to cover",25.3
"Zampa to Kohli, 1 run, leaning in lower, whippy again, but to long-on now",25.2
"Zampa to Kohli, 2 runs, those hard classy whippy hands of his .. drills it through extra cover",25.1
"Siddle to Kohli, 1 run, short of length delivery outside off, glides it down to third man",24.6
"Siddle to Kohli, no run, steps out to a length ball aiming for the extra cover region, but gets it off the inside half and so it goes much straighter towards mid-off",24.5
"Siddle to Dhoni, 1 run, short of length outside off, hops back and maneuvers it into the square leg region",24.4
"Siddle to Dhoni, FOUR, he's muscled this short ball through midwicket. Wasn't short enough from Siddle to cause much trouble, and this is Dhoni's area of strength when it comes to the pull shot",24.3
"Siddle to Dhoni, 2 runs, charges at this length ball and whips it through midwicket. Dhoni making an effort to be a lot more proactive",24.2
"Siddle to Dhoni, no run, back of a length on off, blocked by Dhoni",24.1
"Zampa to Kohli, no run, floated up wide of off, Kohli reaches out and slaps it to the left of Maxwell who jumps across one-handed and grabs it on the bounce",23.6
"Zampa to Dhoni, 1 run, short ball outside off, cuts it to deep point",23.5
"Zampa to Dhoni, no run, length ball on middle, 86kph, makes Dhoni lunge forward in defence",23.4
"Zampa to Dhoni, no run, overpitches this outside off, pretty quick through the air from Zampa, Dhoni jams it to short cover",23.3
"Zampa to Dhoni, no run, length ball outside off, carefully watched by Dhoni before leaving it alone",23.2
"Zampa to Kohli, 1 run, overpitched outside off, driven through the covers",23.1
"Stoinis to Dhoni, no run, full delivery on middle, turned to short midwicket",22.6
"Stoinis to Dhoni, no run, full ball bending in on off, defended to mid-on",22.5
"Stoinis to Dhoni, no run, back of a length delivery on off, blocked from the crease",22.4
"Stoinis to Dhoni, FOUR, he has charged down to this length ball and bashed it through the line. Hammer blow from Dhoni to make a statement",22.3
"Stoinis to Kohli, 1 run, good length ball around off, 124kph, Kohli walks down and whips it to long leg",22.2
"Stoinis to Kohli, no run, good length ball on off, takes the bottom hand off in defence",22.1
"Zampa to Dhoni, no run, back of a length delivery close to off, late-cuts it to backward point",21.6
"Zampa to Dhoni, no run, back of a length delivery spinning away from off, Dhoni leans back to make room and chops it to cover",21.5
"Zampa to Dhoni, no run, shimmies down to this flighted leg-break and defends",21.4
"Zampa to Kohli, 1 run, driven through point",21.3
"Zampa to Kohli, no run, this is very unusual for the Dhoni-Kohli combo. Uncertainty in running. This time, it's brought about through some excellent fielding from Khawaja. Overpitched outside off, jammed wide of point. Khawaja dives across and sends the pair - who were looking for the single - scurrying back to their respective ends. Dhoni had come a lot further than Kohli had, and the only flaw in that Khawaja effort was that he threw at the wrong end",21.2
"Zampa to Dhoni, 1 run, loopy full toss, driven to long-off",21.1
"Stoinis to Kohli, no run, pitched up outside off, mistimes the drive off the inside half to mid-on",20.6
"Stoinis to Dhoni, 3 runs, short of length on off, Dhoni is into position quickly on the back foot. He pulls firmly backward of square, and pulls it in the gap too",20.5
"Stoinis to Dhoni, no run, full on middle, knocks it to mid-on",20.4
"Stoinis to Dhoni, no run, this was certainly not the plan - a direct-hit and Kohli was gone. He was nearly sold down the river by Dhoni there. Pitched up on off, driven firmly to mid-off. Dhoni takes two, no four steps down before shouting 'no'. Kohli was too far down by then. There's a smile from the Indian captain at the end of it. A smile",20.3
"Stoinis to Dhoni, no run, back of a length delivery close to off, he fancies the cut but there's just not enough room for it. Ends up chopping it off the under-edge onto the crease",20.2
"Stoinis to Dhoni, no run, pulls the length back as Dhoni charges at him. Dhoni knocks it to mid-on and looks for a single, but the fielders are standing further up than usual",20.1
"Zampa to Dhoni, 1 run, full toss outside off, driven through to deep point. Wanted to go much straighter, but ended up slicing it",19.6
"Zampa to Dhoni, no run, shimmies down and squeezes this to short midwicket",19.5
"Zampa to Dhoni, no run, fails to get the pull away. This looked short enough to be punished, but probably slid onto Dhoni quicker than expected",19.4
"Zampa to Dhoni, no run, back of a length on off, 87kph, Dhoni blocks to short cover",19.3
"Zampa to Dhoni, no run, skips down to the pitch of it, Zampa had fired this through as Dhoni came down and he's only able to jam it down the ground",19.2
"Zampa to Dhoni, no run, skips down to the pitch of it, Zampa had fired this through as Dhoni came down and he's only able to jam it down the ground",19.2
"Zampa to Kohli, 3 runs, short ball outside off, Kohli latches onto it with a fierce cut through backward point. Some good sliding work in the deep to cut it off",19.1
"Stoinis to Dhoni, no run, full ball on off, Dhoni prods forward on that front foot in his typical manner and defends to mid-on",18.6
"Stoinis to Dhoni, no run, back of a length on off, blocked down the pitch",18.5
"Stoinis to Kohli, 1 run, walks at the bowler and flicks this length ball through square leg",18.4
"Stoinis to Dhoni, 3 runs, Dhoni gets another three off a half-volley as he caresses it through extra cover",18.3
"Stoinis to Dhoni, no run, good length ball on off, Dhoni tamely pushes at it and gets a thick inside edge onto pad",18.2
"Stoinis to Dhoni, no run, length ball on off, defensively pushed to mid-on",18.1
"Stanlake to Kohli, no run, cranks it up to 146kph with this yorker on off, Kohli digs it out to mid-on",17.6
"Stanlake to Dhoni, 1 run, too early through the pull, skews it off the toe-end wide of mid-on",17.5
"Stanlake to Kohli, 1 run, short of length at the waist, he swivels across and pulls it down to fine leg",17.4
"Stanlake to Kohli, no run, good length ball on off, looks very secure in defence does Kohli",17.3
"Stanlake to Kohli, no run, back of a length delivery outside off, driven to point",17.2
"Stanlake to Dhoni, 3 runs, full ball on off, Dhoni punches it on the forward move through mid-off. Crisply timed, good enough for three",17.1
"Stoinis to Kohli, no run, length ball just outside off, defended forward",16.6
"Stoinis to Dhoni, 1 run, full ball outside off, Dhoni's front foot is late to move into the shot, gets it off a thick edge down to third man",16.5
"Stoinis to Dhoni, no run, back of a length delivery that cuts in and strikes Dhoni on the thigh pad",16.4
"Stoinis to Dhoni, no run, Dhoni dropped first ball, and quite a regulation catch too. That's a sitter by Maxwell's standards. Short of length outside off, it's a loose cut shot from the wicketkeeper-batsman with hardly any conviction. Carries comfortably to the left of backward point, but Maxwell puts it down",16.3
"Stoinis to Dhawan, out Caught&Bowled!! Those are sharp reflexes from Stoinis to grab the return catch. Dhawan was through the drive early on this slower ball, but it was still hit firmly enough. Stoinis reacts brilliantly. He's able to stretch both hands to his right side and hold onto it. Dhawan c and b Stoinis 23(46)",16.2
"Stoinis to Dhawan, 2 run, short ball down leg, a tad slower, Dhawan delays the pull to guide it down to fine leg for a couple",16.1
"Stanlake to Kohli, 2 runs, short of length on off, rides the bounce nicely and tucks it through square leg. The long boundaries will always present opportunities for two, especially when you play it this softly",15.6
"Stanlake to Kohli, no run, full ball on off, 143.1kph, punches it back to Stanlake",15.5
"Stanlake to Kohli, no run, short of length delivery just outside off, dabs it to gully. Useful position that to cut off the single to third man",15.4
"Stanlake to Kohli, no run, this shot gives you an indication of how much time he has on his hands. Short of length at 142kph, and Kohli has pulled this ball to mid-on",15.3
"Stanlake to Dhawan, 1 run, short of length at the body, pivots on the back foot and pulls it through midwicket",15.2
"Stanlake to Dhawan, no run, 143.5kph, full at the stumps, Dhawan punches it crisply to mid-on",15.1
"Zampa to Kohli, no run, drifting in on middle and leg, 91.4kph, Kohli flicks it to short midwicket",14.6
"Zampa to Dhawan, 1 run, short ball outside off, Dhawan cuts to sweeper cover",14.5
"Zampa to Dhawan, no run, length ball from Zampa who pulled it back nicely after spotting Dhawan's charge. Keeps him to a forward defensive shot to cover",14.4
"Zampa to Kohli, 1 run, flighted up on off, Kohli punches to long-off with a big forward stride",14.3
"Zampa to Dhawan, 1 run, loopy full toss at the stumps, it was an attempted googly from Zampa that went out of control. Dhawan swipes it to deep backward square",14.2
"Zampa to Dhawan, no run, uses his feet but settles for a defensive shot back to Zampa",14.1
"Stanlake to Kohli, no run, solid on the front foot. Full and quick at the stumps, Kohli blunts it out ominously",13.6
"Stanlake to Kohli, no run, back of a length just outside off, pats it to backward point",13.5
"Stanlake to Kohli, FOUR, sweet timing from Kohli as he swivels across to this short of length delivery and whips the pull behind square. More of a short-arm jab actually, with the wrists guiding it through the gap",13.4
"Stanlake to Kohli, no run, back of a length delivery on off, blocked into the off-side",13.3
"Stanlake to Kohli, no run, back of a length delivery outside off, dabs it to backward point",13.2
"Stanlake to Kohli, FOUR, this is an exhilarating contest, much like it was with Oshane Thomas recently. A bowler bowling quick, and Kohli taking him on. Short of length outside off, enough width for Kohli to spank this through the covers",13.1
"Zampa to Dhawan, no run, 92kph, darted in on leg stump. There's decent purchase for Zampa from back of a length and it rushes onto Dhawan's pad as he's late on the clip",12.6
"Zampa to Kohli, 1 run, floaty leg-break outside off, slow through the air at 84.6kph, Kohli reaches out and slaps it through to deep point",12.5
"Zampa to Kohli, no run, pushes it through flat on middle and leg, back of a length, Kohli turns it to square leg",12.4
"Zampa to Dhawan, 1 run, tossed up on middle, probably a googly but it's too full. Dhawan drives to long-off",12.3
